Var1_1,Var1_2
-71,-43
-71,-41
-69,-41
-67,-43
-67,-45
-69,-45
-69,-47
-75,-47
-73,-51
-71,-51
-73,-49
-71,-53
-77,-59
-77,-57
-75,-57
-83,-59
-81,-57
-83,-61
-83,-53
-77,-57
-79,-59
-79,-61
-81,-57
-79,-57
-79,-59
-77,-59
-77,-55
-71,-55
-73,-57
-75,-51
-69,-47
-65,-37
-65,-41
-57,-25
-43,-25
-39,-27
-47,-41
-57,-49
-63,-61
-79,-61
-83,-59
-83,-63
-77,-57
-77,-61
-79,-59
-81,-57
-65,-53
-101,-71
-153,-15
-139,65
19,25
253,-33
491,61
605,-27
285,-257
-125,-209
-217,-141
-187,-99
-153,-47
-97,9
-75,13
-75,13
-65,21
-67,25
-61,33
-57,37
-49,47
-41,53
-35,61
-37,67
-25,81
-23,93
-15,105
-5,125
9,145
27,161
37,177
55,195
73,207
87,213
99,209
109,195
111,177
113,143
89,103
59,65
29,33
-5,3
-29,-17
-49,-29
-57,-31
-61,-39
-69,-45
-73,-43
-73,-47
-77,-45
-77,-47
-75,-45
-73,-39
-73,-41
-73,-43
-73,-41
-71,-37
-75,-37
-71,-39
-73,-41
-71,-35
-67,-39
-67,-43
-69,-45
-71,-43
-73,-43
-73,-45
-71,-49
-77,-49
-75,-51
-77,-55
-77,-53
-77,-55
-79,-53
-79,-55
-77,-57
-79,-53
-77,-55
-77,-57
-79,-59
-73,-55
-79,-57
-75,-53
-77,-57
-73,-53
-69,-55
-73,-55
-73,-53
-71,-53
-75,-49
-67,-45
-61,-37
-59,-33
-45,-25
-35,-21
-35,-27
-39,-39
-49,-47
-55,-57
-63,-59
-69,-57
-69,-59
-69,-57
-65,-57
-65,-59
-67,-55
-59,-53
-101,-71
-139,9
-95,61
63,-25
295,-33
517,81
603,-27
269,-253
-119,-213
-203,-135
-163,-85
-127,-29
-69,15
-55,17
-55,21
-49,23
-45,29
-41,37
-35,43
-29,47
-23,53
-17,59
-17,71
-9,79
1,91
9,109
25,121
29,137
41,155
61,175
75,191
91,199
113,209
123,207
135,193
133,171
129,143
107,103
81,75
51,41
21,11
-3,-5
