Var1_1,Var1_2
-15,-32
-33,-32
-45,-38
-35,-40
-45,-38
-45,-42
-43,-44
-37,-42
-47,-38
-43,-40
-43,-40
-39,-40
-55,-40
-117,-36
-103,-22
95,-12
329,24
207,12
-71,-202
-157,-412
-85,-378
-27,-228
-25,-78
-25,-26
-23,-4
-21,6
-23,10
-19,14
-17,16
-11,20
-5,24
-3,30
-1,34
1,38
7,40
23,50
27,60
29,68
43,76
55,86
73,98
77,108
83,114
83,116
83,112
89,106
77,98
55,82
29,54
19,30
-1,10
-11,-6
-21,-20
-21,-26
-25,-30
-33,-32
-29,-38
-31,-34
-25,-34
-25,-36
-31,-34
-33,-36
-31,-32
-27,-32
-27,-34
-23,-30
-25,-30
-25,-28
-23,-32
-25,-28
-21,-28
-3,-27
-9,-21
-7,-19
-3,-21
5,-17
11,-17
5,-23
1,-33
5,-33
-3,-29
-21,-31
-31,-37
-27,-39
-37,-43
-31,-45
-33,-41
-39,-43
-37,-43
-33,-41
-33,-37
-27,-37
-33,-37
-89,-35
-115,-27
5,-17
271,-3
297,37
13,-117
-129,-353
-125,-401
-23,-301
-3,-127
-11,-35
-15,-9
-17,3
-11,9
-9,11
-5,15
-3,19
-1,25
3,27
5,29
9,35
15,41
25,47
31,55
35,67
51,77
59,89
81,99
83,109
81,115
95,115
91,115
85,111
83,101
63,83
41,57
21,37
-1,17
-7,-5
-11,-15
-19,-21
-27,-27
-25,-31
-27,-31
-35,-31
-27,-35
-27,-35
-31,-33
-29,-31
-23,-31
-29,-27
-33,-31
-31,-27
-25,-27
-27,-23
-31,-27
-25,-29
-35,-27
-23,-27
-13,-25
-7,-21
-15,-13
-5,-17
-1,-15
1,-15
-9,-23
-1,-33
-5,-29
-31,-27
-43,-33
-41,-41
-43,-41
-41,-43
-39,-41
-41,-39
-41,-41
-47,-39
-43,-41
-43,-35
-49,-39
-103,-31
-113,-17
43,-7
269,17
215,27
-35,-173
-137,-387
-129,-385
-57,-269
-33,-111
-27,-39
-33,-11
-31,-1
-27,5
-25,5
-23,9
-23,17
-13,21
-9,25
-9,25
-5,31
3,37
9,43
13,47
27,57
39,67
51,75
57,85
65,93
71,99
79,97
77,93
71,91
61,81
49,69
33,49
13,33
-3,17
-17,-1
-27,-11
-35,-19
-35,-23
-37,-25
-39,-27
-39,-27
-35,-25
-35,-25
-35,-25
-35,-21
-35,-21
-37,-19
-39,-21
-25,-21
-27,-19
-31,-19
-29,-19
-25,-19
-19,-17
-13,-17
-13,-11
-13,-7
1,-9
5,-5
-1,-11
-3,-21
1,-23
-3,-19
-33,-21
-37,-31
-33,-31
-33,-31
-37,-33
-39,-33
-33,-31
-37,-33
-37,-33
-25,-31
-31,-27
-39,-29
-99,-25
-95,-9
61,9
303,25
227,45
-27,-147
-133,-367
-111,-373
-37,-255
-19,-95
-11,-31
-11,-5
-11,7
-5,11
-1,13
-3,19
5,19
5,25
9,25
21,33
21,35
29,39
33,45
37,51
43,59
57,65
65,77
75,85
87,93
103,99
101,105
95,101
99,95
91,89
77,77
57,61
35,41
23,23
13,9
-3,-1
-1,-13
-7,-17
-13,-21
-17,-23
-9,-25
-17,-23
-13,-25
-11,-23
-11,-21
-13,-19
-9,-19
-11,-19
-5,-17
-7,-17
-1,-15
-5,-17
-15,-17
-7,-19
9,-17
7,-13
11,-9
19,-7
23,-5
19,-7
17,-17
25,-25
21,-19
1,-19
-19,-29
-17,-33
-17,-31
-19,-33
-23,-35
-23,-33
-15,-33
-23,-31
-19,-33
-11,-31
-19,-29
-77,-29
-101,-25
5,-3
257,11
341,63
97,-29
-93,-265
-119,-405
-39,-327
-9,-177
-3,-55
-5,-13
-9,5
-5,5
-7,15
-3,17
-1,21
7,25
11,29
13,33
15,33
21,37
31,45
31,53
41,57
51,65
59,81
77,89
85,101
89,105
93,109
97,111
95,107
85,99
69,87
55,69
33,45
15,25
1,9
-11,-7
-15,-17
-19,-21
-21,-27
-19,-29
-27,-29
-25,-33
-31,-31
-25,-31
-19,-31
-21,-29
-21,-25
-19,-27
-21,-27
-27,-27
-21,-29
-21,-25
-23,-25
-21,-27
-17,-25
-5,-25
1,-21
-7,-17
-1,-17
15,-17
5,-15
5,-23
7,-31
-1,-29
-15,-31
-31,-35
-31,-41
-35,-39
-35,-41
-35,-43
-33,-45
-37,-41
-33,-41
-31,-39
-31,-39
-35,-41
-87,-39
-121,-37
-29,-21
239,-9
327,21
69,-77
-105,-281
-135,-395
-41,-329
-19,-193
-23,-75
-15,-25
-19,-7
-19,1
-19,7
-17,13
-11,17
-7,17
-1,23
9,25
3,29
9,33
13,41
19,51
33,57
43,65
57,79
65,93
71,101
79,105
83,111
81,109
81,103
75,95
53,83
37,61
19,37
-1,13
-13,-3
-21,-17
-23,-25
-35,-31
-33,-37
-29,-37
-31,-37
-35,-41
-33,-39
-31,-37
-39,-37
-35,-41
-29,-37
-29,-35
-35,-33
-31,-37
-25,-33
-27,-33
-27,-35
-29,-37
-25,-35
-21,-33
-15,-27
-17,-23
-9,-25
1,-23
1,-23
-11,-35
-9,-39
-13,-37
-23,-39
-39,-45
-41,-47
-45,-47
-47,-51
-45,-51
-41,-49
-41,-47
-43,-45
-45,-47
-43,-45
-47,-45
-95,-43
-121,-41
-21,-25
223,-11
251,27
15,-139
-119,-373
-119,-419
-41,-303
-21,-133
-27,-41
-39,-13
-39,-7
-31,-1
-27,5
-25,11
-21,13
-19,17
-19,21
-15,25
-5,25
-1,33
3,43
15,47
15,57
23,61
45,73
53,89
57,97
67,103
75,107
73,105
71,97
71,95
51,81
33,59
9,33
-5,13
-19,-7
-31,-17
-35,-29
-39,-33
-39,-35
-41,-37
-43,-39
-45,-43
-43,-39
-43,-39
-35,-37
-41,-35
-39,-33
-37,-35
-41,-33
-37,-35
-37,-31
-43,-33
-33,-35
-31,-33
-27,-33
-29,-33
-25,-27
-27,-23
-15,-27
-5,-21
-11,-19
-15,-29
-5,-37
1,-33
-23,-31
-43,-39
-43,-47
-51,-41
-45,-47
-49,-47
-45,-45
-41,-41
-51,-41
-53,-47
-41,-43
-35,-41
-87,-39
-125,-31
-57,-9
159,-5
301,21
91,-25
-109,-243
-155,-377
-115,-333
-49,-221
-33,-91
-25,-33
-25,-9
-25,-5
-23,1
-17,3
-7,7
-13,11
-13,13
-3,13
3,21
3,23
13,29
23,33
29,41
33,49
47,57
61,65
73,73
79,79
77,83
85,81
91,81
79,77
65,69
51,55
33,39
9,21
-1,5
-7,-9
-21,-17
-29,-25
-27,-27
-31,-27
-31,-31
-33,-31
-29,-33
-31,-29
-29,-27
-33,-27
-29,-27
-35,-25
-27,-27
-23,-27
-27,-23
-27,-21
-25,-25
-25,-27
-27,-25
-13,-23
-3,-19
-11,-15
-1,-13
-1,-13
1,-15
-3,-25
3,-31
-7,-25
-15,-27
-39,-33
-37,-39
-41,-37
-37,-41
-43,-39
-33,-41
-41,-37
-41,-37
-39,-39
-37,-35
-35,-35
-81,-31
-125,-25
-55,-7
183,1
329,43
113,1
-87,-219
-143,-393
-83,-345
-27,-213
-29,-69
-31,-25
-27,-11
-21,-3
-31,5
-19,7
-19,13
-15,13
-13,17
-9,19
-1,25
-5,31
9,33
5,41
23,47
23,51
33,61
