Var1_1,Var1_2
-33,-65
-31,-65
-39,-61
-41,-61
-37,-59
-31,-53
-27,-47
-19,-37
-15,-27
-13,-19
-13,-11
-25,-3
-25,1
-25,-9
-23,-3
-25,-1
-33,-3
-23,-5
-29,-5
-23,-5
-27,-3
-27,1
-25,-7
-35,-5
-29,-5
-25,-5
-29,-5
-29,-1
-27,-7
-33,-9
-31,-5
-19,-1
-21,3
-15,7
-17,11
5,1
5,-11
-5,-13
-17,-13
-23,-11
-29,-5
-25,-1
-31,-9
-41,-13
-43,-13
-43,-11
-33,-11
-33,-11
-31,1
-123,25
-171,-7
-37,-67
259,-77
515,-29
535,61
489,125
147,-133
-83,-147
-59,-45
-57,-15
-69,-17
-73,-19
-69,-17
-61,-19
-63,-23
-61,-19
-53,-21
-47,-23
-53,-23
-49,-27
-43,-29
-39,-27
-35,-37
-37,-35
-31,-41
-25,-47
-29,-53
-25,-53
-29,-53
-31,-53
-37,-59
-35,-55
-35,-51
-33,-49
-33,-45
-23,-35
-13,-27
-19,-21
-23,-17
-15,-11
-23,-11
-31,-9
-21,-13
-25,-9
-27,-7
-25,-9
-23,-9
-21,-7
-27,-5
-27,-7
-27,-11
-29,-11
-25,-7
-23,-11
-27,-13
-27,-13
-33,-11
-31,-7
-23,-9
-17,-1
-11,7
-11,11
-9,5
13,-11
1,-11
-3,-17
-11,-13
-23,-9
-27,-3
-27,-11
-35,-15
-41,-15
-45,-11
-35,-11
-35,-11
-31,-11
-51,21
-175,33
-129,-21
129,-89
463,-49
585,9
545,89
245,-135
-37,-157
-55,-43
-55,-7
-57,-5
-57,-9
-67,-9
-61,-9
-57,-7
-55,-11
-55,-11
-49,-13
-49,-9
-45,-15
-39,-17
-41,-19
-33,-17
-25,-21
-27,-27
-21,-29
-23,-33
-23,-35
-19,-37
-31,-43
-33,-47
-37,-41
-37,-41
-35,-39
-39,-35
-27,-23
-21,-19
-21,-19
-19,-11
-19,-3
-23,-1
-21,-5
-23,-1
-23,-3
-25,-5
-23,-5
-23,-3
-23,-1
-23,-1
-21,-9
-21,-11
-19,-5
-25,-3
-23,-9
-21,-9
-19,-3
-21,-5
-21,-11
-21,-7
-15,-3
-9,3
-7,9
-5,9
13,5
3,-9
-11,-17
-19,-11
-9,-11
-19,-5
-29,-7
-31,-5
-31,-9
-37,-11
-37,-9
-33,-5
-31,-5
-31,9
-137,45
-169,7
11,-83
329,-53
545,-39
571,93
451,-25
99,-193
-51,-93
-43,-5
-51,1
-59,-3
-61,-7
-67,-3
-61,-7
-69,-9
-61,-9
-53,-7
-53,-11
-53,-13
-41,-13
-43,-13
-37,-15
-33,-19
-27,-21
-31,-25
-21,-25
-25,-31
-29,-33
-27,-39
-23,-39
-35,-39
-39,-43
-43,-41
-37,-33
-37,-27
-31,-21
-25,-11
-25,-9
-27,-5
-21,-1
-25,5
-27,1
-33,3
-35,1
-35,1
-19,5
-25,7
-27,7
-29,3
-25,3
-23,1
-19,1
-25,1
-31,3
-25,3
-25,1
-33,1
-27,5
-23,3
-11,13
-7,13
-17,17
-9,15
9,-1
-1,-3
-9,-3
-25,-5
-29,-5
-23,7
-27,1
-35,-1
-45,-3
-41,-3
-41,1
-49,1
-37,1
-39,21
-167,33
-155,-11
59,-85
417,-43
577,25
529,109
315,-37
1,-115
-61,-47
-53,-3
-63,-1
-71,-3
-71,3
-73,-1
-75,-3
-67,-1
-59,-3
-57,-1
-57,-7
-53,-5
-51,-5
-49,-5
-41,-9
-35,-11
-37,-11
-29,-15
-31,-21
-35,-25
-29,-23
-43,-29
-43,-31
-43,-31
-53,-29
-49,-29
-45,-25
-35,-23
-37,-15
-35,-9
-35,-5
-35,-1
-33,3
-35,5
-37,3
-41,3
-37,5
-37,7
-37,1
-33,3
-35,9
-39,3
-33,1
-37,5
-39,3
-33,5
-35,1
-35,3
-35,5
-37,3
-37,1
-39,3
-41,5
-25,7
-25,11
-29,13
-19,17
-5,5
-7,-3
-15,-9
-23,-3
-29,-1
-35,3
-43,1
-45,-1
-47,-3
-49,-3
-51,-1
-49,1
-47,-3
-37,7
-145,39
-181,-5
-21,-113
329,-57
523,31
507,161
365,17
55,-161
-69,-81
-65,-15
-67,-9
-73,-15
-75,-9
-79,-9
-75,-9
-79,-15
-71,-17
-65,-13
-69,-23
-65,-23
-57,-21
-57,-23
-51,-25
-55,-29
-59,-41
-27,-43
-37,-45
-37,-59
-37,-63
-43,-61
-43,-63
-57,-61
-59,-61
-61,-53
-45,-51
-39,-41
-31,-29
-29,-13
-35,-11
-33,-7
-41,-1
-29,1
-37,5
-43,1
-43,5
-37,7
-39,5
-51,3
-37,1
-41,9
-45,5
-33,3
-31,3
-37,7
-41,3
-41,3
-43,3
-35,3
-37,5
-43,3
-37,5
-25,13
-25,17
-31,19
-19,17
1,7
-13,-3
-27,-5
-29,3
-21,9
-33,9
-43,5
-45,3
-53,5
-47,3
-53,5
-55,1
-41,9
-65,33
-183,17
-139,-45
109,-109
431,-31
531,87
475,157
211,-81
-43,-117
