Var1_1,Var1_2
-55,-3
-49,1
-57,-3
-53,-3
-47,-1
-43,-3
-33,1
-33,1
-29,1
-19,7
-17,5
-9,1
5,1
17,5
35,5
43,1
51,3
61,5
57,7
57,7
49,9
35,9
25,9
3,1
-15,-1
-25,-5
-35,-7
-41,-7
-39,-9
-41,-5
-33,-7
-37,-9
-37,-9
-37,-3
-39,-7
-39,-5
-37,-7
-33,-5
-29,-3
-27,-5
-29,-5
-31,-5
-37,-11
-37,-11
-33,-11
-35,-13
-29,-9
-33,-17
-33,-17
-35,-13
-37,-15
-39,-17
-39,-17
-35,-13
-33,-15
-33,-19
-35,-19
-35,-19
-37,-19
-41,-21
-39,-21
-37,-21
-33,-13
-27,-19
-23,-13
-13,-7
-15,-11
-15,-13
7,-19
1,-25
-13,-25
-17,-29
-21,-33
-31,-25
-35,-23
-39,-27
-37,-27
-35,-23
-29,-23
-31,-25
-33,-25
-35,-23
-35,-25
-31,-7
-67,35
-135,47
-69,-121
255,-303
493,-183
579,-141
361,-77
39,-11
-25,5
-31,5
-35,5
-43,3
-47,1
-43,5
-51,1
-51,1
-45,3
-45,5
-39,3
-39,1
-39,1
-33,7
-39,3
-33,5
-25,5
-21,11
-7,13
-3,13
5,17
17,17
21,17
35,15
47,17
55,17
71,23
79,17
79,23
81,23
59,17
43,9
29,1
9,-1
3,-1
-9,-11
-15,-11
-17,-11
-27,-11
-27,-13
-23,-11
-21,-11
-17,-9
-17,-13
-19,-13
-19,-7
-23,-9
-21,-7
-21,-7
-17,-9
-13,-9
-17,-9
-19,-9
-15,-7
-21,-11
-21,-15
-21,-11
-19,-13
-17,-13
-17,-17
-21,-19
-21,-17
-23,-21
-25,-21
-25,-21
-23,-19
-21,-21
-23,-19
-21,-23
-23,-23
-27,-21
-29,-29
-25,-25
-23,-23
-19,-19
-19,-23
-19,-19
-21,-19
-21,-19
-21,-25
-11,-11
-3,-11
-5,-17
9,-19
15,-21
3,-23
-17,-23
-15,-29
-15,-29
-27,-23
-21,-23
-25,-29
-25,-29
-23,-27
-29,-27
-29,-31
-27,-27
-25,-27
-17,-25
-15,-5
-73,11
-123,-11
-7,-161
313,-235
515,-161
579,-125
283,-55
13,-17
-17,-3
-23,-1
-37,-3
-41,-3
-41,-3
-43,-1
-37,-1
-39,-3
-39,1
-37,1
-41,1
-41,-1
-37,1
-37,5
-27,9
-25,5
-23,9
-17,11
-17,11
-9,11
1,13
11,19
27,21
35,17
45,17
57,21
61,19
69,17
73,17
71,19
67,15
49,7
27,1
11,-1
-13,-11
-23,-13
-27,-15
-33,-17
-27,-15
-31,-17
-29,-17
-31,-15
-35,-19
-35,-21
-33,-17
-31,-15
-27,-15
-27,-17
-29,-13
-27,-11
-31,-15
-35,-17
-33,-15
-31,-11
-27,-15
-27,-17
-27,-15
-29,-15
-33,-15
-33,-17
-35,-21
-33,-19
-31,-15
-33,-21
-35,-21
-33,-21
-39,-25
-41,-27
-37,-27
-35,-25
-33,-23
-33,-25
-33,-23
-37,-21
-37,-25
-37,-27
-33,-25
-31,-23
-29,-23
-29,-23
-27,-23
-27,-27
-27,-17
-17,-13
-13,-21
-3,-21
15,-25
-3,-33
-19,-27
-13,-29
-27,-33
-35,-33
-35,-33
-35,-31
-29,-29
-29,-31
-29,-31
-29,-33
-35,-31
-37,-31
-33,-31
-31,1
-101,25
-139,13
-1,-197
321,-253
517,-161
581,-149
309,-75
5,-19
-25,1
-29,-1
-41,-7
-45,-3
-53,-3
-55,-7
-55,-5
-53,-5
-49,-3
-49,-5
-49,-9
-45,-5
-47,-5
-43,-7
-37,-5
-37,-5
-25,-3
-25,-3
-17,3
-11,7
-7,5
-3,-1
11,3
25,7
41,7
49,5
57,5
65,7
69,5
65,9
59,3
49,5
31,1
17,-1
-3,-11
-19,-15
-29,-19
-41,-19
-39,-15
-35,-15
-35,-15
-35,-13
-37,-15
-37,-15
-39,-13
-43,-15
-39,-13
-37,-15
-37,-11
-35,-13
-35,-17
-35,-17
-37,-17
-43,-21
-41,-23
-37,-19
-35,-19
-35,-23
-37,-27
-39,-27
-43,-27
-45,-27
-43,-25
-41,-25
-39,-23
-39,-29
-43,-23
-41,-21
-45,-23
-45,-29
-43,-25
-43,-21
-35,-21
-33,-23
-33,-27
-27,-13
-25,-15
-23,-23
-13,-19
1,-25
-3,-29
-21,-27
-23,-29
-25,-29
-41,-27
-43,-29
-45,-31
-43,-33
-37,-29
-37,-29
-37,-31
-37,-27
-43,-29
-39,-29
-31,-13
-61,27
-135,43
-115,-47
